# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  9 21:35:53 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN disc_facility:  Discovery Facility
# COLUMN st_spectype:    Spectral Type
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
loc_rowid,pl_name,hostname,default_flag,disc_facility,st_spectype,st_lum,sy_bmag,sy_vmag
5586,Kepler-1074 b,Kepler-1074,0,Kepler,,-1.121,17.2800000,15.5990000
5587,Kepler-1074 b,Kepler-1074,0,Kepler,,-1.121,17.2800000,15.5990000
5588,Kepler-1074 b,Kepler-1074,0,Kepler,,,17.2800000,15.5990000
5589,Kepler-1074 b,Kepler-1074,1,Kepler,,,17.2800000,15.5990000
5590,Kepler-1075 b,Kepler-1075,0,Kepler,,,17.9310000,15.9090000
5591,Kepler-1075 b,Kepler-1075,0,Kepler,,,17.9310000,15.9090000
5592,Kepler-1075 b,Kepler-1075,0,Kepler,,,17.9310000,15.9090000
5593,Kepler-1075 b,Kepler-1075,0,Kepler,,-1.113,17.9310000,15.9090000
5594,Kepler-1075 b,Kepler-1075,1,Kepler,,,17.9310000,15.9090000
5595,Kepler-1075 b,Kepler-1075,0,Kepler,,,17.9310000,15.9090000
5596,Kepler-1075 b,Kepler-1075,0,Kepler,,,17.9310000,15.9090000
5597,Kepler-1075 b,Kepler-1075,0,Kepler,,,17.9310000,15.9090000
5598,Kepler-1076 b,Kepler-1076,0,Kepler,,,14.3400000,13.1750000
5599,Kepler-1076 b,Kepler-1076,0,Kepler,,,14.3400000,13.1750000
5600,Kepler-1076 b,Kepler-1076,1,Kepler,,,14.3400000,13.1750000
5601,Kepler-1076 b,Kepler-1076,0,Kepler,,,14.3400000,13.1750000
5602,Kepler-1076 b,Kepler-1076,0,Kepler,,,14.3400000,13.1750000
5603,Kepler-1076 b,Kepler-1076,0,Kepler,,,14.3400000,13.1750000
5604,Kepler-1076 b,Kepler-1076,0,Kepler,,,14.3400000,13.1750000
5605,Kepler-1076 b,Kepler-1076,0,Kepler,,,14.3400000,13.1750000
5606,Kepler-1077 b,Kepler-1077,0,Kepler,,0.006,15.8150000,14.9230000
5607,Kepler-1077 b,Kepler-1077,0,Kepler,,,15.8150000,14.9230000
5608,Kepler-1077 b,Kepler-1077,0,Kepler,,,15.8150000,14.9230000
5609,Kepler-1077 b,Kepler-1077,0,Kepler,,,15.8150000,14.9230000
5610,Kepler-1077 b,Kepler-1077,0,Kepler,,,15.8150000,14.9230000
5611,Kepler-1077 b,Kepler-1077,0,Kepler,,,15.8150000,14.9230000
5612,Kepler-1077 b,Kepler-1077,0,Kepler,,0.006,15.8150000,14.9230000
5613,Kepler-1077 b,Kepler-1077,1,Kepler,,,15.8150000,14.9230000
5614,Kepler-1077 b,Kepler-1077,0,Kepler,,,15.8150000,14.9230000
5615,Kepler-1077 b,Kepler-1077,0,Kepler,,0.006,15.8150000,14.9230000
5616,Kepler-1078 b,Kepler-1078,0,Kepler,,,16.4870000,15.7030000
5617,Kepler-1078 b,Kepler-1078,0,Kepler,,,16.4870000,15.7030000
5618,Kepler-1078 b,Kepler-1078,1,Kepler,,,16.4870000,15.7030000
5619,Kepler-1078 b,Kepler-1078,0,Kepler,,,16.4870000,15.7030000
5620,Kepler-1078 b,Kepler-1078,0,Kepler,,0.500,16.4870000,15.7030000
5621,Kepler-1078 b,Kepler-1078,0,Kepler,,,16.4870000,15.7030000
5622,Kepler-1078 b,Kepler-1078,0,Kepler,,,16.4870000,15.7030000
5623,Kepler-1078 b,Kepler-1078,0,Kepler,,,16.4870000,15.7030000
5624,Kepler-1079 b,Kepler-1079,1,Kepler,,,13.7000000,12.7800000
5625,Kepler-1079 b,Kepler-1079,0,Kepler,,,13.7000000,12.7800000
5626,Kepler-1079 b,Kepler-1079,0,Kepler,,,13.7000000,12.7800000
5627,Kepler-1079 b,Kepler-1079,0,Kepler,,,13.7000000,12.7800000
5628,Kepler-1079 b,Kepler-1079,0,Kepler,,,13.7000000,12.7800000
5629,Kepler-1079 b,Kepler-1079,0,Kepler,,,13.7000000,12.7800000
5630,Kepler-1079 b,Kepler-1079,0,Kepler,,,13.7000000,12.7800000
5631,Kepler-1079 b,Kepler-1079,0,Kepler,,,13.7000000,12.7800000
5632,Kepler-1079 b,Kepler-1079,0,Kepler,,,13.7000000,12.7800000
5633,Kepler-1079 b,Kepler-1079,0,Kepler,,,13.7000000,12.7800000
5634,Kepler-108 b,Kepler-108,0,Kepler,,,,12.6570000
5635,Kepler-108 b,Kepler-108,0,Kepler,,,,12.6570000
5636,Kepler-108 b,Kepler-108,0,Kepler,,,,12.6570000
5637,Kepler-108 b,Kepler-108,0,Kepler,,,,12.6570000
5638,Kepler-108 b,Kepler-108,0,Kepler,,,,12.6570000
5639,Kepler-108 b,Kepler-108,0,Kepler,,,,12.6570000
5640,Kepler-108 b,Kepler-108,0,Kepler,,,,12.6570000
5641,Kepler-108 b,Kepler-108,1,Kepler,,,,12.6570000
5642,Kepler-108 b,Kepler-108,0,Kepler,,,,12.6570000
5643,Kepler-108 b,Kepler-108,0,Kepler,,,,12.6570000
5644,Kepler-108 c,Kepler-108,0,Kepler,,,,12.6570000
5645,Kepler-108 c,Kepler-108,0,Kepler,,,,12.6570000
5646,Kepler-108 c,Kepler-108,0,Kepler,,,,12.6570000
5647,Kepler-108 c,Kepler-108,0,Kepler,,,,12.6570000
5648,Kepler-108 c,Kepler-108,0,Kepler,,,,12.6570000
5649,Kepler-108 c,Kepler-108,1,Kepler,,,,12.6570000
5650,Kepler-108 c,Kepler-108,0,Kepler,,,,12.6570000
5651,Kepler-108 c,Kepler-108,0,Kepler,,,,12.6570000
5652,Kepler-108 c,Kepler-108,0,Kepler,,,,12.6570000
5653,Kepler-108 c,Kepler-108,0,Kepler,,,,12.6570000
5654,Kepler-108 c,Kepler-108,0,Kepler,,,,12.6570000
5655,Kepler-1080 b,Kepler-1080,0,Kepler,,0.861,14.1430000,13.4860000
5656,Kepler-1080 b,Kepler-1080,0,Kepler,,,14.1430000,13.4860000
5657,Kepler-1080 b,Kepler-1080,0,Kepler,,,14.1430000,13.4860000
5658,Kepler-1080 b,Kepler-1080,0,Kepler,,,14.1430000,13.4860000
5659,Kepler-1080 b,Kepler-1080,0,Kepler,,,14.1430000,13.4860000
5660,Kepler-1080 b,Kepler-1080,0,Kepler,,,14.1430000,13.4860000
5661,Kepler-1080 b,Kepler-1080,0,Kepler,,0.861,14.1430000,13.4860000
5662,Kepler-1080 b,Kepler-1080,1,Kepler,,,14.1430000,13.4860000
5663,Kepler-1080 b,Kepler-1080,0,Kepler,,0.861,14.1430000,13.4860000
5664,Kepler-1080 b,Kepler-1080,0,Kepler,,,14.1430000,13.4860000
5665,Kepler-1081 b,Kepler-1081,0,Kepler,,-0.306,14.7920000,13.8270000
5666,Kepler-1081 b,Kepler-1081,0,Kepler,,,14.7920000,13.8270000
5667,Kepler-1081 b,Kepler-1081,0,Kepler,,,14.7920000,13.8270000
5668,Kepler-1081 b,Kepler-1081,0,Kepler,,,14.7920000,13.8270000
5669,Kepler-1081 b,Kepler-1081,0,Kepler,,,14.7920000,13.8270000
5670,Kepler-1081 b,Kepler-1081,0,Kepler,,,14.7920000,13.8270000
5671,Kepler-1081 b,Kepler-1081,0,Kepler,,-0.306,14.7920000,13.8270000
5672,Kepler-1081 b,Kepler-1081,0,Kepler,,,14.7920000,13.8270000
5673,Kepler-1081 b,Kepler-1081,1,Kepler,,,14.7920000,13.8270000
5674,Kepler-1082 b,Kepler-1082,1,Kepler,,,13.7450000,13.4440000
5675,Kepler-1082 b,Kepler-1082,0,Kepler,,0.314,13.7450000,13.4440000
5676,Kepler-1082 b,Kepler-1082,0,Kepler,,,13.7450000,13.4440000
5677,Kepler-1082 b,Kepler-1082,0,Kepler,,,13.7450000,13.4440000
5678,Kepler-1082 b,Kepler-1082,0,Kepler,,,13.7450000,13.4440000
5679,Kepler-1082 b,Kepler-1082,0,Kepler,,,13.7450000,13.4440000
5680,Kepler-1082 b,Kepler-1082,0,Kepler,,,13.7450000,13.4440000
5681,Kepler-1082 b,Kepler-1082,0,Kepler,,0.314,13.7450000,13.4440000
5682,Kepler-1082 b,Kepler-1082,0,Kepler,,,13.7450000,13.4440000
5683,Kepler-1083 b,Kepler-1083,0,Kepler,,,17.1210000,16.1030000
5684,Kepler-1083 b,Kepler-1083,0,Kepler,,-0.473,17.1210000,16.1030000
5685,Kepler-1083 b,Kepler-1083,0,Kepler,,,17.1210000,16.1030000
5686,Kepler-1083 b,Kepler-1083,0,Kepler,,-0.473,17.1210000,16.1030000
5687,Kepler-1083 b,Kepler-1083,0,Kepler,,,17.1210000,16.1030000
5688,Kepler-1083 b,Kepler-1083,0,Kepler,,-0.473,17.1210000,16.1030000
5689,Kepler-1083 b,Kepler-1083,0,Kepler,,,17.1210000,16.1030000
5690,Kepler-1083 b,Kepler-1083,1,Kepler,,,17.1210000,16.1030000
5691,Kepler-1083 b,Kepler-1083,0,Kepler,,,17.1210000,16.1030000
5692,Kepler-1083 b,Kepler-1083,0,Kepler,,,17.1210000,16.1030000
5693,Kepler-1084 b,Kepler-1084,1,Kepler,,,13.1190000,12.0150000
5694,Kepler-1084 b,Kepler-1084,0,Kepler,,,13.1190000,12.0150000
5695,Kepler-1084 b,Kepler-1084,0,Kepler,,0.253,13.1190000,12.0150000
5696,Kepler-1084 b,Kepler-1084,0,Kepler,,,13.1190000,12.0150000
5697,Kepler-1084 b,Kepler-1084,0,Kepler,,,13.1190000,12.0150000
5698,Kepler-1084 b,Kepler-1084,0,Kepler,,,13.1190000,12.0150000
5699,Kepler-1084 b,Kepler-1084,0,Kepler,,,13.1190000,12.0150000
5700,Kepler-1084 b,Kepler-1084,0,Kepler,,,13.1190000,12.0150000
5701,Kepler-1085 b,Kepler-1085,0,Kepler,,,16.1180000,15.2730000
5702,Kepler-1085 b,Kepler-1085,0,Kepler,,0.079,16.1180000,15.2730000
5703,Kepler-1085 b,Kepler-1085,0,Kepler,,0.079,16.1180000,15.2730000
5704,Kepler-1085 b,Kepler-1085,0,Kepler,,,16.1180000,15.2730000
5705,Kepler-1085 b,Kepler-1085,0,Kepler,,,16.1180000,15.2730000
5706,Kepler-1085 b,Kepler-1085,0,Kepler,,,16.1180000,15.2730000
5707,Kepler-1085 b,Kepler-1085,0,Kepler,,0.079,16.1180000,15.2730000
5708,Kepler-1085 b,Kepler-1085,1,Kepler,,,16.1180000,15.2730000
5709,Kepler-1085 b,Kepler-1085,0,Kepler,,,16.1180000,15.2730000
5710,Kepler-1085 c,Kepler-1085,0,Kepler,,0.079,16.1180000,15.2730000
5711,Kepler-1085 c,Kepler-1085,1,Kepler,,0.079,16.1180000,15.2730000
5712,Kepler-1085 c,Kepler-1085,0,Kepler,,,16.1180000,15.2730000
5713,Kepler-1085 c,Kepler-1085,0,Kepler,,,16.1180000,15.2730000
5714,Kepler-1085 c,Kepler-1085,0,Kepler,,,16.1180000,15.2730000
5715,Kepler-1085 c,Kepler-1085,0,Kepler,,,16.1180000,15.2730000
5716,Kepler-1085 c,Kepler-1085,0,Kepler,,0.079,16.1180000,15.2730000
5717,Kepler-1085 c,Kepler-1085,0,Kepler,,,16.1180000,15.2730000
5718,Kepler-1086 b,Kepler-1086,0,Kepler,,,16.9010000,16.0020000
5719,Kepler-1086 b,Kepler-1086,0,Kepler,,,16.9010000,16.0020000
5720,Kepler-1086 b,Kepler-1086,0,Kepler,,-0.860,16.9010000,16.0020000
5721,Kepler-1086 b,Kepler-1086,0,Kepler,,,16.9010000,16.0020000
5722,Kepler-1086 b,Kepler-1086,0,Kepler,,,16.9010000,16.0020000
5723,Kepler-1086 b,Kepler-1086,1,Kepler,,,16.9010000,16.0020000
5724,Kepler-1086 b,Kepler-1086,0,Kepler,,,16.9010000,16.0020000
5725,Kepler-1086 b,Kepler-1086,0,Kepler,,-0.860,16.9010000,16.0020000
5726,Kepler-1086 b,Kepler-1086,0,Kepler,,,16.9010000,16.0020000
5727,Kepler-1086 b,Kepler-1086,0,Kepler,,-0.860,16.9010000,16.0020000
5728,Kepler-1086 c,Kepler-1086,0,Kepler,,,16.9010000,16.0020000
5729,Kepler-1086 c,Kepler-1086,0,Kepler,,,16.9010000,16.0020000
5730,Kepler-1086 c,Kepler-1086,0,Kepler,,,16.9010000,16.0020000
5731,Kepler-1086 c,Kepler-1086,0,Kepler,,-0.860,16.9010000,16.0020000
5732,Kepler-1086 c,Kepler-1086,0,Kepler,,-0.860,16.9010000,16.0020000
5733,Kepler-1086 c,Kepler-1086,0,Kepler,,,16.9010000,16.0020000
5734,Kepler-1086 c,Kepler-1086,1,Kepler,,,16.9010000,16.0020000
5735,Kepler-1086 c,Kepler-1086,0,Kepler,,-0.860,16.9010000,16.0020000
5736,Kepler-1086 c,Kepler-1086,0,Kepler,,,16.9010000,16.0020000
5737,Kepler-1087 b,Kepler-1087,0,Kepler,,,13.8780000,12.9730000
5738,Kepler-1087 b,Kepler-1087,0,Kepler,,-0.097,13.8780000,12.9730000
5739,Kepler-1087 b,Kepler-1087,0,Kepler,,,13.8780000,12.9730000
5740,Kepler-1087 b,Kepler-1087,0,Kepler,,-0.097,13.8780000,12.9730000
5741,Kepler-1087 b,Kepler-1087,1,Kepler,,,13.8780000,12.9730000
5742,Kepler-1087 b,Kepler-1087,0,Kepler,,,13.8780000,12.9730000
5743,Kepler-1087 b,Kepler-1087,0,Kepler,,,13.8780000,12.9730000
5744,Kepler-1087 b,Kepler-1087,0,Kepler,,,13.8780000,12.9730000
5745,Kepler-1087 b,Kepler-1087,0,Kepler,,,13.8780000,12.9730000
5746,Kepler-1088 b,Kepler-1088,0,Kepler,,0.090,12.0670000,11.4720000
5747,Kepler-1088 b,Kepler-1088,0,Kepler,,0.090,12.0670000,11.4720000
5748,Kepler-1088 b,Kepler-1088,0,Kepler,,,12.0670000,11.4720000
5749,Kepler-1088 b,Kepler-1088,0,Kepler,,0.090,12.0670000,11.4720000
5750,Kepler-1088 b,Kepler-1088,0,Kepler,,,12.0670000,11.4720000
5751,Kepler-1088 b,Kepler-1088,0,Kepler,,,12.0670000,11.4720000
5752,Kepler-1088 b,Kepler-1088,0,Kepler,,,12.0670000,11.4720000
5753,Kepler-1088 b,Kepler-1088,0,Kepler,,,12.0670000,11.4720000
5754,Kepler-1088 b,Kepler-1088,1,Kepler,,,12.0670000,11.4720000
5755,Kepler-1088 b,Kepler-1088,0,Kepler,,,12.0670000,11.4720000
5756,Kepler-1089 b,Kepler-1089,0,Kepler,,,18.6050000,16.2330000
5757,Kepler-1089 b,Kepler-1089,0,Kepler,,-1.297,18.6050000,16.2330000
5758,Kepler-1089 b,Kepler-1089,0,Kepler,,-1.297,18.6050000,16.2330000
5759,Kepler-1089 b,Kepler-1089,1,Kepler,,,18.6050000,16.2330000
5760,Kepler-1089 b,Kepler-1089,0,Kepler,,,18.6050000,16.2330000
5761,Kepler-1089 b,Kepler-1089,0,Kepler,,,18.6050000,16.2330000
5762,Kepler-1089 b,Kepler-1089,0,Kepler,,,18.6050000,16.2330000
5763,Kepler-1089 b,Kepler-1089,0,Kepler,,,18.6050000,16.2330000
5764,Kepler-1089 b,Kepler-1089,0,Kepler,,-1.297,18.6050000,16.2330000
5765,Kepler-1089 b,Kepler-1089,0,Kepler,,,18.6050000,16.2330000
5766,Kepler-109 b,Kepler-109,0,Kepler,,0.347,12.8260000,12.3980000
5767,Kepler-109 b,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5768,Kepler-109 b,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5769,Kepler-109 b,Kepler-109,0,Kepler,,0.347,12.8260000,12.3980000
5770,Kepler-109 b,Kepler-109,0,Kepler,,0.347,12.8260000,12.3980000
5771,Kepler-109 b,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5772,Kepler-109 b,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5773,Kepler-109 b,Kepler-109,1,Kepler,,,12.8260000,12.3980000
5774,Kepler-109 b,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5775,Kepler-109 b,Kepler-109,0,Kepler,,0.347,12.8260000,12.3980000
5776,Kepler-109 b,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5777,Kepler-109 b,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5778,Kepler-109 c,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5779,Kepler-109 c,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5780,Kepler-109 c,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5781,Kepler-109 c,Kepler-109,1,Kepler,,,12.8260000,12.3980000
5782,Kepler-109 c,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5783,Kepler-109 c,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5784,Kepler-109 c,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5785,Kepler-109 c,Kepler-109,0,Kepler,,,12.8260000,12.3980000
5786,Kepler-109 c,Kepler-109,0,Kepler,,0.347,12.8260000,12.3980000
5787,Kepler-109 c,Kepler-109,0,Kepler,,0.347,12.8260000,12.3980000
5788,Kepler-109 c,Kepler-109,0,Kepler,,0.347,12.8260000,12.3980000
5789,Kepler-109 c,Kepler-109,0,Kepler,,0.347,12.8260000,12.3980000
5790,Kepler-1090 b,Kepler-1090,0,Kepler,,-0.146,16.2410000,15.3100000
5791,Kepler-1090 b,Kepler-1090,0,Kepler,,-0.146,16.2410000,15.3100000
5792,Kepler-1090 b,Kepler-1090,0,Kepler,,,16.2410000,15.3100000
5793,Kepler-1090 b,Kepler-1090,0,Kepler,,,16.2410000,15.3100000
5794,Kepler-1090 b,Kepler-1090,0,Kepler,,-0.146,16.2410000,15.3100000
5795,Kepler-1090 b,Kepler-1090,1,Kepler,,,16.2410000,15.3100000
5796,Kepler-1090 b,Kepler-1090,0,Kepler,,,16.2410000,15.3100000
5797,Kepler-1090 b,Kepler-1090,0,Kepler,,,16.2410000,15.3100000
5798,Kepler-1090 b,Kepler-1090,0,Kepler,,,16.2410000,15.3100000
5799,Kepler-1091 b,Kepler-1091,0,Kepler,,,15.7410000,14.8740000
5800,Kepler-1091 b,Kepler-1091,0,Kepler,,,15.7410000,14.8740000
5801,Kepler-1091 b,Kepler-1091,0,Kepler,,,15.7410000,14.8740000
5802,Kepler-1091 b,Kepler-1091,1,Kepler,,,15.7410000,14.8740000
5803,Kepler-1091 b,Kepler-1091,0,Kepler,,0.080,15.7410000,14.8740000
5804,Kepler-1091 b,Kepler-1091,0,Kepler,,,15.7410000,14.8740000
5805,Kepler-1091 b,Kepler-1091,0,Kepler,,,15.7410000,14.8740000
5806,Kepler-1091 b,Kepler-1091,0,Kepler,,0.080,15.7410000,14.8740000
5807,Kepler-1091 b,Kepler-1091,0,Kepler,,,15.7410000,14.8740000
5808,Kepler-1092 b,Kepler-1092,0,Kepler,,0.096,15.3780000,14.6590000
5809,Kepler-1092 b,Kepler-1092,0,Kepler,,,15.3780000,14.6590000
5810,Kepler-1092 b,Kepler-1092,0,Kepler,,,15.3780000,14.6590000
5811,Kepler-1092 b,Kepler-1092,0,Kepler,,,15.3780000,14.6590000
5812,Kepler-1092 b,Kepler-1092,0,Kepler,,,15.3780000,14.6590000
5813,Kepler-1092 b,Kepler-1092,1,Kepler,,,15.3780000,14.6590000
5814,Kepler-1092 b,Kepler-1092,0,Kepler,,0.096,15.3780000,14.6590000
5815,Kepler-1092 b,Kepler-1092,0,Kepler,,0.096,15.3780000,14.6590000
5816,Kepler-1092 b,Kepler-1092,0,Kepler,,,15.3780000,14.6590000
5817,Kepler-1092 b,Kepler-1092,0,Kepler,,,15.3780000,14.6590000
5818,Kepler-1093 b,Kepler-1093,0,Kepler,,,14.3060000,13.7810000
5819,Kepler-1093 b,Kepler-1093,0,Kepler,,0.460,14.3060000,13.7810000
5820,Kepler-1093 b,Kepler-1093,0,Kepler,,,14.3060000,13.7810000
5821,Kepler-1093 b,Kepler-1093,0,Kepler,,,14.3060000,13.7810000
5822,Kepler-1093 b,Kepler-1093,1,Kepler,,,14.3060000,13.7810000
5823,Kepler-1093 b,Kepler-1093,0,Kepler,,,14.3060000,13.7810000
5824,Kepler-1093 b,Kepler-1093,0,Kepler,,,14.3060000,13.7810000
5825,Kepler-1093 b,Kepler-1093,0,Kepler,,0.460,14.3060000,13.7810000
5826,Kepler-1093 b,Kepler-1093,0,Kepler,,0.460,14.3060000,13.7810000
5827,Kepler-1093 c,Kepler-1093,0,Kepler,,,14.3060000,13.7810000
5828,Kepler-1093 c,Kepler-1093,1,Kepler,,,14.3060000,13.7810000
5829,Kepler-1093 c,Kepler-1093,0,Kepler,,0.460,14.3060000,13.7810000
5830,Kepler-1093 c,Kepler-1093,0,Kepler,,,14.3060000,13.7810000
5831,Kepler-1093 c,Kepler-1093,0,Kepler,,,14.3060000,13.7810000
5832,Kepler-1093 c,Kepler-1093,0,Kepler,,,14.3060000,13.7810000
5833,Kepler-1093 c,Kepler-1093,0,Kepler,,0.460,14.3060000,13.7810000
5834,Kepler-1093 c,Kepler-1093,0,Kepler,,0.460,14.3060000,13.7810000
5835,Kepler-1094 b,Kepler-1094,0,Kepler,,,15.4230000,15.3180000
5836,Kepler-1094 b,Kepler-1094,0,Kepler,,,15.4230000,15.3180000
5837,Kepler-1094 b,Kepler-1094,0,Kepler,,,15.4230000,15.3180000
5838,Kepler-1094 b,Kepler-1094,1,Kepler,,,15.4230000,15.3180000
5839,Kepler-1094 b,Kepler-1094,0,Kepler,,,15.4230000,15.3180000
5840,Kepler-1094 b,Kepler-1094,0,Kepler,,,15.4230000,15.3180000
5841,Kepler-1094 b,Kepler-1094,0,Kepler,,,15.4230000,15.3180000
5842,Kepler-1094 b,Kepler-1094,0,Kepler,,0.178,15.4230000,15.3180000
5843,Kepler-1094 b,Kepler-1094,0,Kepler,,0.178,15.4230000,15.3180000
5844,Kepler-1094 b,Kepler-1094,0,Kepler,,0.178,15.4230000,15.3180000
5845,Kepler-1095 b,Kepler-1095,0,Kepler,,,15.4460000,14.5970000
5846,Kepler-1095 b,Kepler-1095,0,Kepler,,,15.4460000,14.5970000
5847,Kepler-1095 b,Kepler-1095,0,Kepler,,,15.4460000,14.5970000
5848,Kepler-1095 b,Kepler-1095,1,Kepler,,,15.4460000,14.5970000
5849,Kepler-1095 b,Kepler-1095,0,Kepler,,,15.4460000,14.5970000
5850,Kepler-1095 b,Kepler-1095,0,Kepler,,-0.093,15.4460000,14.5970000
5851,Kepler-1095 b,Kepler-1095,0,Kepler,,,15.4460000,14.5970000
5852,Kepler-1095 b,Kepler-1095,0,Kepler,,-0.093,15.4460000,14.5970000
5853,Kepler-1096 b,Kepler-1096,0,Kepler,,-0.840,15.9230000,15.4380000
5854,Kepler-1096 b,Kepler-1096,0,Kepler,,-0.840,15.9230000,15.4380000
5855,Kepler-1096 b,Kepler-1096,0,Kepler,,,15.9230000,15.4380000
5856,Kepler-1096 b,Kepler-1096,0,Kepler,,,15.9230000,15.4380000
5857,Kepler-1096 b,Kepler-1096,0,Kepler,,,15.9230000,15.4380000
5858,Kepler-1096 b,Kepler-1096,0,Kepler,,,15.9230000,15.4380000
5859,Kepler-1096 b,Kepler-1096,0,Kepler,,,15.9230000,15.4380000
5860,Kepler-1096 b,Kepler-1096,0,Kepler,,,15.9230000,15.4380000
5861,Kepler-1096 b,Kepler-1096,1,Kepler,,,15.9230000,15.4380000
5862,Kepler-1097 b,Kepler-1097,0,Kepler,,,16.0010000,15.6520000
5863,Kepler-1097 b,Kepler-1097,0,Kepler,,,16.0010000,15.6520000
5864,Kepler-1097 b,Kepler-1097,1,Kepler,,,16.0010000,15.6520000
5865,Kepler-1097 b,Kepler-1097,0,Kepler,,,16.0010000,15.6520000
5866,Kepler-1097 b,Kepler-1097,0,Kepler,,,16.0010000,15.6520000
5867,Kepler-1097 b,Kepler-1097,0,Kepler,,-0.404,16.0010000,15.6520000
5868,Kepler-1097 b,Kepler-1097,0,Kepler,,-0.404,16.0010000,15.6520000
5869,Kepler-1097 b,Kepler-1097,0,Kepler,,,16.0010000,15.6520000
5870,Kepler-1097 b,Kepler-1097,0,Kepler,,,16.0010000,15.6520000
5871,Kepler-1097 b,Kepler-1097,0,Kepler,,-0.404,16.0010000,15.6520000
5872,Kepler-1098 b,Kepler-1098,0,Kepler,,0.157,15.6910000,14.8860000
5873,Kepler-1098 b,Kepler-1098,0,Kepler,,,15.6910000,14.8860000
5874,Kepler-1098 b,Kepler-1098,0,Kepler,,,15.6910000,14.8860000
5875,Kepler-1098 b,Kepler-1098,0,Kepler,,,15.6910000,14.8860000
5876,Kepler-1098 b,Kepler-1098,0,Kepler,,,15.6910000,14.8860000
5877,Kepler-1098 b,Kepler-1098,0,Kepler,,0.157,15.6910000,14.8860000
5878,Kepler-1098 b,Kepler-1098,0,Kepler,,,15.6910000,14.8860000
5879,Kepler-1098 b,Kepler-1098,0,Kepler,,,15.6910000,14.8860000
5880,Kepler-1098 b,Kepler-1098,1,Kepler,,,15.6910000,14.8860000
5881,Kepler-1099 b,Kepler-1099,0,Kepler,,,16.3350000,15.1370000
5882,Kepler-1099 b,Kepler-1099,0,Kepler,,,16.3350000,15.1370000
5883,Kepler-1099 b,Kepler-1099,0,Kepler,,-0.119,16.3350000,15.1370000
5884,Kepler-1099 b,Kepler-1099,0,Kepler,,,16.3350000,15.1370000
5885,Kepler-1099 b,Kepler-1099,1,Kepler,,,16.3350000,15.1370000
5886,Kepler-1099 b,Kepler-1099,0,Kepler,,-0.119,16.3350000,15.1370000
5887,Kepler-1099 b,Kepler-1099,0,Kepler,,-0.119,16.3350000,15.1370000
5888,Kepler-1099 b,Kepler-1099,0,Kepler,,,16.3350000,15.1370000
5889,Kepler-1099 b,Kepler-1099,0,Kepler,,,16.3350000,15.1370000
5890,Kepler-1099 b,Kepler-1099,0,Kepler,,,16.3350000,15.1370000
5891,Kepler-11 b,Kepler-11,0,Kepler,,,14.6350000,13.8170000
5892,Kepler-11 b,Kepler-11,0,Kepler,,,14.6350000,13.8170000
5893,Kepler-11 b,Kepler-11,0,Kepler,,0.120,14.6350000,13.8170000
5894,Kepler-11 b,Kepler-11,1,Kepler,,,14.6350000,13.8170000
5895,Kepler-11 b,Kepler-11,0,Kepler,,,14.6350000,13.8170000
5896,Kepler-11 b,Kepler-11,0,Kepler,,,14.6350000,13.8170000
5897,Kepler-11 b,Kepler-11,0,Kepler,,,14.6350000,13.8170000
5898,Kepler-11 b,Kepler-11,0,Kepler,,0.120,14.6350000,13.8170000
5899,Kepler-11 b,Kepler-11,0,Kepler,,0.120,14.6350000,13.8170000
5900,Kepler-11 b,Kepler-11,0,Kepler,,0.120,14.6350000,13.8170000
5901,Kepler-11 b,Kepler-11,0,Kepler,,,14.6350000,13.8170000
5902,Kepler-11 b,Kepler-11,0,Kepler,,,14.6350000,13.8170000
5903,Kepler-11 b,Kepler-11,0,Kepler,,,14.6350000,13.8170000
5904,Kepler-11 b,Kepler-11,0,Kepler,,,14.6350000,13.8170000
5905,Kepler-11 c,Kepler-11,0,Kepler,,0.120,14.6350000,13.8170000
5906,Kepler-11 c,Kepler-11,0,Kepler,,0.120,14.6350000,13.8170000
5907,Kepler-11 c,Kepler-11,0,Kepler,,,14.6350000,13.8170000
5908,Kepler-11 c,Kepler-11,0,Kepler,,0.120,14.6350000,13.8170000
5909,Kepler-11 c,Kepler-11,0,Kepler,,,14.6350000,13.8170000
5910,Kepler-11 c,Kepler-11,1,Kepler,,,14.6350000,13.8170000
